DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2023-0041-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Johor, Pahang, and Sabah States",Torrential rains,,No,No,No,,,Km2,,,,2023,1,20,2023,1,27,,,11000,,11000,,,,,,,97.13499264,,,2023-01-27,2024-01-23
2023-0044-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Manado City area (North Sulawesi Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Tondanao River,2023,1,27,2023,1,30,,,16700,,16700,,,,,,,97.13499264,,,2023-01-30,2023-09-26
2023-0120-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Johor, Pahang, Malacca, and Negeri Sembilan",Heavy rains,,No,No,No,,,Km2,,,,2023,2,28,2023,3,2,4,,46630,,46630,,,,,,,97.13499264,,,2023-03-06,2023-09-26
2023-0123-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2023-000032,,IDN,Indonesia,South-eastern Asia,Asia,Serasan District (Riau Islands),Heavy rains,,No,No,No,,,,,,,2023,3,6,2023,3,6,55,8,1200,,1208,,,,,,,97.13499264,,,2023-03-15,2025-06-25
2023-0227-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Parigi Moutong Regency (Central Sulawesi); Purwakarta Regency, Western Jawa",Heavy rains,,No,No,No,,,,,,,2023,4,15,2023,4,15,5,,130,,130,,,,,,,97.13499264,,,2023-04-18,2024-10-28
2023-0437-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem and Bangli (Bali Province); Lumajang (East Java Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,7,2023,7,14,6,7,510,,517,,,,,,,97.13499264,,,2023-07-14,2023-09-26
2023-0601-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Asahan Regency (North Sumatra Province); Teluk Dalam, Simpang Empat and Meranti Districts.",Heavy rains,,No,No,No,,,Km2,,,,2023,9,1,2023,9,8,,,14500,,14500,,,,,,,97.13499264,,,2023-09-11,2023-10-18
2023-0729-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Selangor, Perak, and Pahang states",Heavy rains,,No,No,No,,,Km2,,,,2023,11,5,2023,11,8,,,881,,881,,,,,,,97.13499264,,,2023-11-07,2023-11-10
2023-0803-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Sumedang Regency (Java Island); Ketapang Regency (Kalimantan),,Storm,No,No,No,,,Km2,,,,2023,11,24,2023,11,27,,,17750,,17750,,,,,,,97.13499264,,,2023-11-27,2023-12-01
2024-0101-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bogor Town (West Java Province); Demak Regency (Central Java); Jambi, West Nusa Tenggara, South Sulawesi and East Java; Sumedang and Bandung regencies (West Java Provine)",Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2024,2,15,2024,2,21,2,2,25500,,25502,,,,,,,100,,,2024-02-27,2024-04-16
2024-0130-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Pesisir Selatan, Padang Pariaman districts (Sumatra province); West and Central Kalimantan, Central Java, North Sulawesi, and East Nusa Tenggara.",Heavy rains,Flood,No,No,No,,,,,,,2024,3,1,2024,3,22,59,12,500000,,500012,,,,,20000,20000,100,,,2024-03-12,2025-01-28
2024-0204-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Buol Regency (Central Sulawesi Province); Luwu Regency (South Sulawesi Province); Bitung Regency (North Sulawesi Province); East Java,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,7,2024,4,9,2,2,3130,,3132,,,,,,,100,,,2024-04-09,2024-04-16
2024-0216-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Lembang Randan Batu and the Manggau villages (Tana Toraja Regency, South Sulawesi Province)",Heavy rains,,No,No,No,,,,,,,2024,4,13,2024,4,13,20,2,,,2,,,,,,,100,,,2024-04-15,2024-04-16
2024-0249-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Karang Jaya, Ulu Rawas districts (Musi Rawas Regency (South Sumatra province)",Heavy rains,,No,No,No,,,Km2,,,,2024,4,16,2024,4,25,4,,51812,,51812,,,,,,,100,,,2024-04-25,2024-04-26
2024-0264-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Tallang Sura village (North Toraja regency, South Sulawesi province); Talagajaya village (Garut regency, West Java province)",Heavy rains,,No,No,No,,,,,,,2024,4,25,2024,4,26,12,6,,,6,,,,,,,100,,,2024-04-30,2024-05-03
2024-0277-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Luwu (Sulawesi),Heavy rains,Flood,No,No,No,,,,,,,2024,5,3,2024,5,5,12,,17395,,17395,,,,,,,100,,,2024-05-06,2024-05-06
2024-0289-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Agam, Tanah Datar, Padang Panjang, and Padang Pariaman (Sumatra Isl.)",Heavy rains,,No,No,No,,,Km2,,,,2024,5,11,2024,5,12,87,37,3300,,3337,,,,,,,100,,,2024-05-13,2024-06-06
2024-0327-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Tanah Bumbu Regency (South Kalimantan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Batulicin, Sebamban, Satui and Kusan rivers",2024,6,4,2024,6,7,6,,15400,,15400,,,,,,,100,,,2024-06-07,2025-01-28
2024-0339-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Arfak Mountain Regency (West Papua Province),Heavy rain,,No,No,No,,,,,,,2024,5,26,2024,5,28,4,,1750,,1750,,,,,,,100,,,2024-06-07,2024-06-11
2024-0698-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Solok Regency (West Sumatra Province); Nagari Sungai Abu village (Hiliran Gumanti District),Heavy rain,Industrial accidents,No,No,No,,,,,,,2024,9,26,2024,9,26,17,11,25,,36,,,,,,,100,,,2024-09-30,2024-10-17
2025-0037-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Near Pekalongan (central Java),Heavy rains,,No,No,No,,,,,,,2025,1,20,2025,1,20,26,13,,,13,,,,,,,,,,2025-01-23,2025-02-12
2025-0062-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Sabah and Sarawak states,Heavy rains,,No,No,No,,,Km2,,,,2025,1,28,2025,1,30,5,,12500,,12500,,,,,,,,,,2025-01-31,2025-02-13
2025-0116-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Pahang and Negeri Sembilan states,Heavy rains,,No,No,No,,,Km2,,,,2025,2,19,2025,2,20,,,251,,251,,,,,,,,,,2025-02-21,2025-02-28
2025-0150-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bogor regency (West Java province); Sukabumi Regency (West Java) ; Banten, Jakarta, West Java, South Kalimantan, West Sumatra provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Ciliwung, Cikeas, Cilengsih and Kali Angke rivers",2025,3,2,2025,3,9,5,6,78000,,78006,,,,,,,,,,2025-03-04,2025-03-11
2025-0172-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Tenom, Beaufort, Membakut, and Soo (Sabah, northern Borneo Island)",,,No,No,No,,,Km2,,,,2025,3,8,2025,3,12,,,4555,,4555,,,,,,,,,,2025-03-12,2025-04-01
2025-0188-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Madiun regency (East Java); West Java,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,3,15,2025,3,17,,,2000,,2000,,,,,,,,,,2025-03-18,2025-04-01
2025-0255-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Sulawesi, north Sumatra, north Maluku and east Java,",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,4,1,2025,4,7,10,,6665,,6665,,,,,,,,,,2025-04-14,2025-04-18
2025-0297-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Lampung Province (southern Sumatra),,,No,No,No,,,Km2,,,,2025,4,28,2025,4,28,3,,12000,,12000,,,,,,,,,,2025-04-28,2025-05-06
2025-0363-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Arfak Mountains Regency (West Papua),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,5,16,2025,5,16,20,4,,,4,,,,,,,,,,2025-05-19,2025-07-18
2025-0481-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Central Java, East Java, Central Sulawesi, and South Kalimantan provinces",Seasonal rain,,No,No,No,,,Km2,,,,2025,6,,2025,6,9,,,27632,,27632,,,,,,,,,,2025-07-08,2025-07-14
2025-0783-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Gianyar, Karangasem, Jembrana, Tabanan, Klungkung, and Badung, with Denpasar (Bali); Flores",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2025,9,8,2025,9,12,19,,562,,562,,,,,,,,,,2025-09-12,2025-09-29
2025-0799-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Central Papua and East Java,Heavy rain,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2025,9,19,2025,9,20,1,7,220,,227,,,,,,,,,,2025-09-26,2025-09-29
2025-0961-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Cilacap, Banjarnegara districts (Java)",Heavy rain,,No,No,No,,,,,,,2025,11,14,2025,11,16,51,2,414,162,578,,,,,,,,,,2025-11-14,2025-11-24
2025-1047-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Terengganu and Pahang,Heavy rain,,No,No,No,,,Km2,,,,2025,12,14,2025,12,17,,,2103,,2103,,,,,,,,,,2025-12-17,2025-12-19
2019-0107-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Java Isl., western Timor",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,3,6,2019,3,8,9,4,168393,,168397,,,,,,,81.50030941,"[{""adm1_code"":1515,""adm1_name"":""Daerah Istimewa Yogyakarta""},{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""},{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":1529,""adm1_name"":""Nusatenggara Timur""},{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]","[{""gid_1"":""IDN.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Tengah""},{""gid_1"":""IDN.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Timur""},{""gid_1"":""IDN.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nusa Tenggara Timur""},{""gid_1"":""IDN.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Yogyakarta""},{""gid_1"":""IDN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Banten""},{""gid_1"":""IDN.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jakarta Raya""},{""gid_1"":""IDN.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Barat""}]",2019-03-13,2025-12-20
2022-0408-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000258,,MYS,Malaysia,South-eastern Asia,Asia,Baling District (eastern Kedah State),Heavy rains,,No,No,No,,,Km2,,,Ketil River,2022,7,4,2022,7,7,3,,210,18,228,,,,,,,93.29460735,"[{""adm2_code"":37345,""adm2_name"":""Baling""}]","[{""gid_2"":""MYS.2.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Baling""}]",2022-07-07,2025-12-20
2020-0160-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Sarawak State (north-west Borneo Island),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Rajang River,2020,4,25,2020,4,29,,,2000,,2000,,,,,,,82.50568385,"[{""adm1_code"":1902,""adm1_name"":""Sarawak""}]","[{""gid_1"":""MYS.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sarawak""}]",2020-05-06,2025-12-20
2020-0325-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Luwu Utara District (North Luwu Regency, South Sulawesi); West Kalimantan province",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,7,3,2020,7,31,105,51,14483,,14534,,,,,10000,12120,82.50568385,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm2_code"":73778,""adm2_name"":""Luwu Utara""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_2"":""IDN.26.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Luwu Utara""}]",2020-08-10,2025-12-20
2020-0414-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kota Kinabalu, Kota Belud, Tuaran, Telipok Districts (Sabah State)",,,No,No,No,,,Km2,,,,2020,10,9,2020,10,9,,,400,,400,,,,,,,82.50568385,"[{""adm2_code"":37408,""adm2_name"":""Kota Belud""},{""adm2_code"":37409,""adm2_name"":""Kota Kinabalu""},{""adm2_code"":37413,""adm2_name"":""Labuk \u0026 Sugut""},{""adm2_code"":37426,""adm2_name"":""Tuaran""}]","[{""gid_2"":""MYS.13.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tuaran""},{""gid_2"":""MYS.13.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Beluran""},{""gid_2"":""MYS.13.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Belud""},{""gid_2"":""MYS.13.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Kota Kinabalu""}]",2020-10-13,2025-12-20
2020-0429-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,North Tarakan and Central Tarakan (North Kalimantan Province),Heavy rains and high winds,,No,No,No,,,,,,,2020,9,28,2020,9,28,11,,170,,170,,,,,,,82.50568385,"[{""adm2_code"":73755,""adm2_name"":""Kota Tarakan""}]","[{""gid_2"":""IDN.35.14"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tarakan""}]",2020-10-15,2025-12-20
2021-0015-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Beaufort, Kota Marudu, Kudat, Pitas (Sabah State, Borneo's East Malaysia); Serian, Samarahan, Miri, Kuching (Sarawak state)",Heavy rains,,No,No,No,,,Km2,,,,2021,1,11,2021,1,13,,,6000,,6000,,,,,,,86.38165694,"[{""adm1_code"":1901,""adm1_name"":""Sabah""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""}]",2021-01-19,2025-12-20
2021-0028-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000001,,MYS,Malaysia,South-eastern Asia,Asia,"Johor, Pahang, Terengganu, Sabah, Kelantan, Selangor, Perak states",,Lightening,No,No,No,,,Km2,,,,2021,1,2,2021,1,8,8,,23776,,23776,,,,,,,86.38165694,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1898,""adm1_name"":""Perak""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm1_code"":1903,""adm1_name"":""Selangor""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""},{""gid_1"":""MYS.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Selangor""},{""gid_1"":""MYS.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Trengganu""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_1"":""MYS.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kelantan""},{""gid_1"":""MYS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pahang""},{""gid_1"":""MYS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Perak""}]",2021-01-19,2025-12-20
2021-0062-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Pasuruan Regency, Nganjuk Regency, Kudus Regency (Java Island)",Heavy rains,,No,No,No,,,Km2,,,Kedunglarangan and Kabeng Pulungan rivers,2021,2,3,2021,2,5,2,,25400,,25400,,,,,,,86.38165694,"[{""adm2_code"":18049,""adm2_name"":""Kudus""},{""adm2_code"":18087,""adm2_name"":""Nganjuk""},{""adm2_code"":18091,""adm2_name"":""Pasuruan""}]","[{""gid_2"":""IDN.10.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kudus""},{""gid_2"":""IDN.11.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nganjuk""},{""gid_2"":""IDN.11.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasuruan""}]",2021-02-05,2025-12-20
2022-0131-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kuala Lumpur, Melaka, Negeri Sembilan; Gombak, Hulu Langat, Kuala Langat, Petaling and Sepang (Selangor)",Heavy rains,,No,No,No,,,Km2,,,,2022,3,6,2022,3,7,,,1290,,1290,,,,,,,93.29460735,"[{""adm1_code"":1894,""adm1_name"":""Kuala Lumpur""},{""adm1_code"":1895,""adm1_name"":""Melaka""},{""adm1_code"":1896,""adm1_name"":""Negeri Sembilan""},{""adm2_code"":37390,""adm2_name"":""Hulu Perak""},{""adm2_code"":37454,""adm2_name"":""Gombak""},{""adm2_code"":37457,""adm2_name"":""Kuala Langat""},{""adm2_code"":37459,""adm2_name"":""Petaling""},{""adm2_code"":37461,""adm2_name"":""Sepang""},{""adm2_code"":37462,""adm2_name"":""Ulu Langat""}]","[{""gid_1"":""MYS.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kuala Lumpur""},{""gid_1"":""MYS.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Melaka""},{""gid_1"":""MYS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Negeri Sembilan""},{""gid_2"":""MYS.12.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Putrajaya""},{""gid_2"":""MYS.15.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gombak""},{""gid_2"":""MYS.15.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hulu Langat""},{""gid_2"":""MYS.15.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Langat""},{""gid_2"":""MYS.15.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Petaling""},{""gid_2"":""MYS.15.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sepang""},{""gid_2"":""MYS.9.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hulu Perak""}]",2022-03-16,2025-12-20
2020-0265-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Nisam, Matangkuli, Pirak Timu,Lhoksukon sub-distrcits (Aceh Utara and Bener Meriah Regency, Aceh Province, northern Sumatra)",,,No,No,No,,,Km2,,,,2020,6,18,2020,6,19,,,10000,,10000,,,,,,,82.50568385,"[{""adm2_code"":73632,""adm2_name"":""Aceh Utara""},{""adm2_code"":73650,""adm2_name"":""Bener Meriah""}]","[{""gid_2"":""IDN.1.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Aceh Utara""},{""gid_2"":""IDN.1.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bener Meriah""}]",2020-06-19,2025-12-20
2001-0600-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Inanam borough (Kota Kinabalu district, Sabah province), Beaufort, Papar, Penampang, Tuaran districts (Sabah province)",,,No,No,No,,,Km2,,,,2001,10,,2001,10,,,,5000,,5000,,,,,,,56.44657635,"[{""adm2_code"":37405,""adm2_name"":""Beaufort""},{""adm2_code"":37409,""adm2_name"":""Kota Kinabalu""},{""adm2_code"":37415,""adm2_name"":""Papar""},{""adm2_code"":37416,""adm2_name"":""Penampang""},{""adm2_code"":37426,""adm2_name"":""Tuaran""}]","[{""gid_2"":""MYS.13.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Papar""},{""gid_2"":""MYS.13.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Penampang""},{""gid_2"":""MYS.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Beaufort""},{""gid_2"":""MYS.13.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tuaran""},{""gid_2"":""MYS.13.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Kota Kinabalu""}]",2003-07-01,2025-12-20
2001-0651-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Seling village (Kebumen district, Jawa Tengah province)",,,No,No,No,,,,,,,2001,10,30,2001,10,30,,,,310,310,,,,,,,56.44657635,"[{""adm2_code"":18041,""adm2_name"":""Kebumen""}]","[{""gid_2"":""IDN.10.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kebumen""}]",2003-07-01,2025-12-20
2003-0021-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Batulayrar village (Lombok Barat district, Nusatenggara Barat province)",,,No,No,No,,,Km2,,,,2003,1,8,2003,1,8,,,230,,230,,,,,,,58.64355298,"[{""adm2_code"":18145,""adm2_name"":""Lombok Barat""}]","[{""gid_2"":""IDN.20.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Barat""},{""gid_2"":""IDN.20.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Utara""}]",2003-08-11,2025-12-20
2018-0483-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Pasir Pangang (Java province),Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2018,2,21,2018,2,23,20,,100000,,100000,,,,,,,80.04959626,"[{""adm2_code"":73823,""adm2_name"":""Pasir""}]","[{""gid_2"":""IDN.34.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Paser""}]",2019-03-22,2025-12-20
